id,height,peito_circ,cintura_circ,quadril_circ,coxa_circ,joelho_circ,panturrilha_circ,abdomen_circ,pescoco_circ,biceps_circ,split
syn_f005103-1-Pos,167.71,121.24,98.15,116.37,66.62,46.2,38.34,101.62,39.3,37.65,train
syn_f005110-0-Pos,174.65,103.37,89.99,109.06,60.42,41.18,38.5,94.06,36.2,28.22,train
syn_f005115-3-Pos,168.66,117.86,88.96,113.3,70.48,46.27,43.48,99.88,43.94,39.23,train
syn_f005134-3-Pre,169.3,113.55,88.59,104.62,58.6,38.01,38.43,83.92,40.02,35.21,train
syn_f005137-1-Pos,167.21,103.58,80.62,108.54,60.4,41.79,37.92,85.48,34.79,31.97,train
syn_f005138-0-Pre,164.44,108.69,95.12,111.79,60.58,44.25,38.98,96.99,35.34,34.48,train
syn_f005143-0-Pos,175.25,129.09,113.1,130.06,70.62,47.1,38.46,118.57,44.67,43.44,train
syn_f005152-0-Pre,175.79,113.3,102.7,119.15,67.9,48.19,39.31,104.61,37.41,38.46,train
syn_f005155-2-Pos,165.12,82.77,66.84,101.68,55.88,38.57,35.09,72.0,30.0,27.12,train
syn_f005167-0-Pre,182.96,90.4,81.69,123.54,65.74,41.98,37.12,91.14,35.2,27.7,train
syn_f005173-0-Pre,159.03,83.9,67.17,93.34,47.84,33.64,27.91,65.91,30.36,21.21,train
syn_f005175-0-Pre,163.01,82.18,71.19,107.72,57.18,38.18,32.84,77.98,33.97,27.23,train
syn_f005177-2-Pre,175.76,106.91,85.28,102.61,60.29,37.72,39.21,87.68,41.23,34.29,train
syn_f005189-0-Pre,166.09,89.7,76.58,101.73,58.42,42.76,38.76,81.62,32.83,27.84,train
syn_f005194-2-Pos,161.29,102.6,78.64,116.51,70.21,49.48,40.98,87.47,34.1,33.11,train
syn_f005199-0-Pre,167.02,98.09,84.53,106.04,58.92,44.56,36.51,92.18,34.08,29.1,train
syn_f005203-1-Pos,164.35,94.4,70.05,112.04,63.75,42.89,37.13,77.91,30.92,30.94,train
syn_f005238-0-Pos,160.81,70.56,55.04,101.95,49.25,33.75,28.2,64.26,28.29,19.76,train
syn_f005246-1-Pre,168.28,91.9,79.02,114.32,69.9,48.9,38.65,83.59,32.22,31.66,train
syn_f005249-1-Pre,153.3,100.91,77.63,100.7,60.53,44.49,36.66,77.57,34.06,30.78,train
syn_f005250-1-Pos,180.76,107.83,88.25,114.62,67.26,45.08,42.9,94.63,36.96,32.75,train
syn_f005257-1-Pos,170.38,92.22,68.09,106.49,57.67,40.21,36.15,76.35,34.94,28.93,train
syn_f005257-2-Pre,170.38,95.59,67.26,106.61,59.0,40.43,38.04,74.63,35.79,30.45,train
syn_f005266-3-Pos,160.4,93.3,71.86,101.39,54.89,36.97,37.05,69.65,32.73,29.29,train
syn_f005267-2-Pre,181.65,115.76,95.11,119.38,66.88,44.33,40.45,107.13,40.58,34.76,train
syn_f005276-2-Pos,162.3,101.59,82.59,114.0,69.7,44.37,40.65,90.18,35.18,35.04,train
syn_f005282-3-Pos,168.6,119.73,93.17,123.5,75.21,47.38,41.11,100.85,41.12,39.61,train
syn_f005293-1-Pos,157.43,84.56,67.08,96.63,54.02,35.86,33.96,75.52,30.4,24.61,train
syn_f005305-3-Pre,171.48,92.64,59.66,101.52,58.52,39.18,42.16,64.6,35.36,28.79,train
syn_f005318-2-Pos,171.94,113.17,88.13,107.83,62.84,40.77,40.82,96.42,40.31,34.55,train
syn_f005325-0-Pre,158.02,104.71,88.44,117.3,65.64,45.9,34.04,99.48,34.79,34.2,train
syn_f005325-2-Pre,158.02,109.2,87.24,117.73,68.84,46.98,37.9,98.57,36.51,36.73,train
syn_f005334-1-Pos,160.49,89.51,69.85,101.28,53.67,36.45,32.47,77.48,30.81,25.15,train
syn_f005342-2-Pos,169.85,93.29,70.85,95.46,55.13,35.4,37.53,75.3,35.38,29.33,train
syn_f005347-3-Pre,181.59,93.22,65.2,107.47,64.42,42.11,41.65,67.67,34.77,30.89,train
syn_f005356-3-Pos,169.69,100.13,72.26,106.27,63.19,43.64,46.38,75.73,36.94,35.62,train
syn_f005360-3-Pos,156.45,76.73,50.87,89.89,50.47,34.07,33.06,55.54,31.18,26.62,train
syn_f005362-2-Pre,165.71,101.23,85.35,100.24,56.3,39.64,38.76,87.48,39.63,32.14,train
syn_f005369-0-Pre,157.29,104.18,94.82,110.64,60.92,44.36,34.44,99.11,35.26,33.24,train
syn_f005387-0-Pos,161.62,102.25,87.56,114.0,65.27,46.35,35.46,92.92,31.2,31.8,train
syn_f005387-3-Pos,161.62,109.33,83.94,112.84,69.5,48.09,41.37,87.51,33.46,35.91,train
syn_f005393-0-Pos,168.16,77.82,64.39,106.98,60.08,43.59,37.84,66.08,30.3,24.42,train
syn_f005395-2-Pos,165.77,117.06,94.88,114.87,64.67,41.62,37.0,104.16,40.3,37.75,train
syn_f005401-2-Pos,171.98,109.11,93.8,117.52,70.5,47.33,40.32,97.23,38.99,40.18,train
syn_f005406-3-Pre,179.69,122.07,90.07,125.07,72.38,46.47,45.5,97.1,40.42,43.17,train
syn_f005409-2-Pre,165.73,114.8,85.18,103.19,61.06,40.3,36.58,80.82,37.94,34.97,train
syn_f005413-1-Pos,173.78,98.65,76.28,105.99,56.91,36.3,35.08,81.57,34.97,27.56,train
syn_f005426-1-Pre,164.28,76.93,56.43,93.59,52.18,34.78,32.49,62.54,32.11,20.03,train
syn_f005439-2-Pre,176.87,102.7,76.94,105.21,61.99,42.09,42.71,85.97,36.39,32.27,train
syn_f005449-1-Pre,166.16,99.72,84.4,114.35,67.1,45.17,39.8,95.63,33.53,35.75,train
syn_f005469-0-Pre,162.0,90.66,78.9,101.3,56.87,42.23,34.13,84.51,36.15,30.68,train
syn_f005488-2-Pre,167.78,96.7,74.72,100.68,55.08,37.07,35.54,77.44,35.11,30.92,train
syn_f005490-1-Pre,161.0,94.67,69.48,104.35,60.29,41.91,36.59,73.75,36.42,28.39,train
syn_f005491-3-Pos,177.94,112.46,91.07,124.13,74.89,49.6,47.26,101.55,40.46,39.37,train
syn_m005519-1-Pre,183.33,111.14,95.81,104.63,59.5,39.51,40.48,99.03,41.92,32.19,train
syn_m005526-0-Pos,184.26,107.17,104.21,107.44,63.61,42.5,37.75,108.7,43.62,32.84,train
syn_m005526-2-Pre,184.26,113.08,94.21,106.9,64.0,42.38,40.94,96.75,44.77,36.8,train
syn_m005539-0-Pre,171.79,103.48,95.66,104.74,61.35,42.56,40.12,94.68,39.16,32.34,train
syn_m005547-3-Pre,166.86,114.08,71.65,105.32,61.7,40.44,44.34,69.45,39.86,38.19,train
syn_m005566-0-Pre,178.33,96.5,84.37,97.69,58.97,38.28,35.3,86.2,41.93,29.92,train
syn_m005568-3-Pos,170.82,119.78,80.15,106.26,60.31,40.74,41.62,78.01,42.87,41.8,train
syn_m005576-2-Pre,186.25,109.99,92.58,112.73,65.41,45.23,43.25,94.4,42.16,39.08,train
syn_m005586-2-Pre,183.69,125.53,102.91,108.53,65.45,42.71,41.42,102.98,44.74,40.7,train
syn_m005590-2-Pre,180.1,113.36,95.42,106.12,60.99,41.86,40.18,95.45,42.15,34.76,train
syn_m005591-3-Pos,188.66,116.86,74.28,105.27,58.32,38.57,38.9,74.28,40.02,35.91,train
syn_m005603-0-Pos,181.84,103.45,96.32,100.82,57.64,37.77,37.3,97.03,42.03,29.15,train
syn_m005609-1-Pre,177.3,116.74,95.38,106.74,63.29,41.71,37.77,96.25,42.98,35.27,train
syn_m005610-3-Pre,180.32,123.21,89.43,107.5,64.01,43.12,42.56,89.63,48.5,40.72,train
syn_m005615-2-Pre,177.55,107.1,79.92,104.17,64.09,41.64,43.8,80.34,42.96,36.96,train
syn_m005628-1-Pos,183.96,104.98,83.86,107.85,63.95,43.47,40.82,83.26,41.21,32.79,train
syn_m005633-0-Pre,179.84,107.72,94.5,110.11,63.4,43.38,40.31,98.42,42.09,33.98,train
syn_m005654-3-Pos,175.68,123.96,98.02,117.92,70.43,48.94,50.8,99.64,49.77,42.68,train
syn_m005662-2-Pre,184.34,98.03,73.85,94.88,53.76,38.39,38.02,72.24,39.1,30.3,train
syn_m005662-3-Pre,184.34,103.78,69.46,96.23,54.28,38.33,40.0,66.63,39.69,33.0,train
syn_m005666-3-Pos,184.17,139.02,110.96,113.07,66.26,46.56,49.29,110.96,55.31,45.72,train
syn_m005673-2-Pos,182.07,116.15,88.48,108.43,62.86,43.0,44.07,89.16,39.4,36.81,train
syn_m005678-2-Pos,162.68,108.01,79.69,101.18,58.89,40.64,40.76,78.03,41.78,37.11,train
syn_m005697-2-Pos,182.83,105.22,87.41,103.68,57.2,38.21,41.46,88.26,37.74,33.29,train
syn_m005711-1-Pre,173.94,97.05,76.55,102.47,57.38,40.7,37.02,80.88,38.97,28.67,train
syn_m005731-2-Pos,182.64,107.74,82.9,110.94,64.5,42.25,43.56,82.31,42.21,36.56,train
syn_m005742-1-Pre,177.96,109.89,96.25,109.8,63.67,43.71,44.29,99.52,42.13,37.26,train
syn_m005746-3-Pre,169.14,110.69,74.77,98.65,60.38,37.88,40.63,70.71,40.43,35.67,train
syn_m005747-3-Pre,171.63,114.36,81.44,99.87,57.91,39.77,40.42,81.62,41.61,37.73,train
syn_m005749-0-Pre,164.58,105.54,100.6,106.37,61.8,42.16,36.39,101.61,39.93,35.06,train
syn_m005749-3-Pre,164.58,115.03,85.23,107.01,63.19,42.36,42.47,83.25,40.75,40.76,train
syn_m005755-1-Pre,180.43,110.63,101.27,112.28,66.69,44.75,43.2,101.92,42.0,34.94,train
syn_m005758-3-Pre,176.52,105.01,70.35,107.01,62.21,41.16,41.92,71.09,39.53,35.27,train
syn_m005761-3-Pos,184.17,115.68,78.84,107.53,64.1,44.61,42.99,79.01,40.73,38.66,train
syn_m005768-3-Pre,189.53,114.74,79.94,109.72,61.32,40.06,44.23,80.56,42.55,38.68,train
syn_m005776-0-Pre,178.59,98.38,90.19,105.32,61.78,39.59,38.65,90.21,40.24,28.7,train
syn_m005779-0-Pre,188.82,116.29,107.18,115.27,66.16,45.04,41.13,112.49,45.17,34.89,train
syn_m005783-2-Pre,181.66,112.57,87.16,103.76,61.41,44.27,42.56,87.32,41.08,37.62,train
syn_m005787-1-Pos,193.98,130.58,113.9,121.97,72.23,47.68,44.32,118.59,48.1,40.08,train
syn_m005787-3-Pre,193.98,136.6,105.52,121.71,72.74,47.49,47.79,106.29,49.88,44.42,train
syn_m005792-3-Pos,182.82,130.86,88.61,113.1,66.58,44.66,45.78,89.43,44.66,40.52,train
syn_m005793-2-Pos,178.15,114.78,82.8,101.08,61.82,40.93,42.68,82.8,45.9,38.53,train
syn_m005806-3-Pos,179.88,115.71,78.95,111.84,68.57,41.02,44.49,79.44,41.9,39.13,train
syn_m005815-1-Pre,174.66,113.34,102.03,112.17,68.57,46.54,43.55,102.95,43.18,35.49,train
syn_m005816-3-Pre,174.9,101.74,64.15,101.53,56.77,37.6,41.4,61.44,37.44,33.99,train
syn_m005835-2-Pre,176.32,100.89,70.81,103.64,58.03,37.48,38.46,72.23,39.33,33.96,train
syn_m005836-3-Pre,168.89,115.38,84.95,97.77,56.13,37.4,40.71,82.49,43.7,37.95,train
syn_m005839-3-Pos,178.02,102.12,70.32,99.06,54.22,36.49,40.11,69.45,38.29,34.6,train
syn_m005841-1-Pre,170.8,100.94,81.06,100.4,58.93,40.95,40.18,81.18,38.84,32.87,train
syn_m005850-2-Pre,178.26,106.94,84.9,101.36,56.25,39.55,43.1,82.38,39.8,34.64,train
syn_m005850-2-Pos,178.26,106.94,84.9,101.36,56.25,39.55,43.1,82.38,39.8,34.64,train
syn_m005852-1-Pos,189.22,96.3,79.22,106.67,62.58,39.52,39.4,81.23,37.66,31.52,train
syn_m005860-0-Pre,178.28,100.35,88.53,97.52,56.47,38.26,34.14,89.81,38.41,29.5,train
syn_m005860-1-Pos,178.28,102.91,83.14,97.54,56.99,38.18,35.93,83.79,38.41,31.25,train
syn_m005860-2-Pos,178.28,106.17,77.86,97.8,57.28,38.12,37.87,77.65,38.76,33.78,train
syn_m005870-3-Pos,166.85,94.25,58.82,87.23,46.96,34.1,36.74,52.36,37.99,30.54,train
syn_m005882-2-Pos,186.31,122.25,99.37,112.36,69.74,45.42,45.11,99.6,49.59,41.48,train
syn_m005885-3-Pre,179.24,124.06,88.31,109.2,64.46,39.94,44.64,90.34,43.37,41.09,train
syn_m005890-1-Pre,179.56,94.6,81.48,101.48,56.21,39.96,37.37,87.48,38.9,29.58,train
syn_m005897-0-Pos,181.17,95.54,91.82,104.35,60.34,41.27,38.16,92.74,41.69,28.94,train
syn_m005902-1-Pos,169.06,104.73,86.77,102.94,61.13,42.25,39.6,88.12,42.55,35.72,train
syn_m005921-2-Pos,188.52,115.2,87.98,112.91,64.75,42.35,42.89,87.98,42.99,37.12,train
syn_m005923-2-Pre,167.42,97.61,72.34,95.89,56.07,37.48,36.6,72.15,40.22,30.9,train
syn_m005934-0-Pre,172.49,91.34,81.43,99.41,56.11,38.19,35.64,86.27,37.12,28.6,train
syn_m005950-3-Pre,197.25,116.91,79.83,111.21,66.09,42.72,47.49,80.03,43.25,38.45,train
syn_m005957-3-Pre,178.83,123.05,91.12,105.14,64.06,41.73,44.05,90.52,45.98,39.48,train
syn_m005960-0-Pre,170.81,87.01,71.05,93.78,49.01,35.67,32.12,71.5,36.27,27.46,train
syn_m005965-2-Pos,167.36,98.36,72.77,96.16,58.62,40.59,40.64,70.18,39.24,32.24,train
syn_m005967-3-Pre,183.92,120.1,82.33,108.77,62.16,44.35,41.82,82.78,47.15,39.67,train
syn_m005967-3-Pos,183.92,120.1,82.33,108.77,62.16,44.35,41.82,82.78,47.15,39.67,train
syn_m005969-2-Pre,171.97,105.77,80.99,100.24,56.89,40.6,38.52,79.87,39.46,35.35,train
syn_m005970-1-Pre,186.08,115.57,101.92,104.19,61.96,40.77,40.84,102.71,47.58,34.53,train
syn_m005979-3-Pre,185.3,124.16,93.82,113.72,67.64,45.07,48.4,93.79,42.46,42.06,train
syn_m005985-1-Pos,179.2,99.48,82.85,106.01,60.95,40.71,37.91,89.01,39.31,29.19,train
syn_m005993-1-Pos,186.48,108.62,92.36,102.71,60.4,40.83,40.33,92.67,42.32,30.07,train
syn_f005512-1-Pos,161.57,112.18,94.41,115.88,68.4,46.77,39.25,101.99,39.32,35.5,train
syn_f005517-2-Pos,168.0,110.79,82.09,108.51,64.28,45.01,42.29,89.69,39.38,34.68,train
syn_f005519-0-Pre,155.65,110.58,96.64,107.4,59.93,41.09,34.37,96.34,35.97,33.03,train
syn_f005538-2-Pos,170.63,102.98,81.66,107.65,62.94,42.26,38.85,87.42,39.47,33.67,train
syn_f005544-2-Pre,167.81,119.98,99.38,117.25,71.2,45.34,38.91,98.88,39.46,38.84,train
syn_f005547-0-Pre,174.4,109.04,89.85,118.44,67.53,44.47,38.59,94.45,36.78,30.58,train
syn_f005552-1-Pos,168.44,95.1,74.54,102.9,55.38,39.22,37.47,77.94,34.78,28.41,train
syn_f005554-2-Pos,171.23,96.4,80.12,115.42,69.74,48.03,42.52,85.72,37.42,35.84,train
syn_f005556-2-Pos,166.4,88.39,63.87,104.55,53.84,38.15,35.73,61.42,35.09,26.98,train
syn_f005557-2-Pos,163.16,93.83,66.47,100.25,59.23,41.62,39.3,74.67,34.96,31.01,train
syn_f005564-3-Pos,155.15,88.71,68.25,105.81,62.22,40.77,35.65,71.2,35.34,31.85,train
syn_f005592-3-Pre,166.78,79.87,59.98,102.57,57.22,39.92,38.68,65.42,32.31,28.18,train
syn_f005612-0-Pre,171.52,102.99,85.7,106.69,58.99,43.04,39.59,93.35,35.84,31.8,train
syn_f005624-1-Pre,172.54,78.84,62.01,101.18,58.48,38.48,35.37,69.53,31.72,24.35,train
syn_f005663-1-Pos,164.33,77.6,60.15,95.07,50.43,36.61,31.74,71.48,32.23,24.14,train
syn_f005664-1-Pre,171.71,111.72,91.66,109.92,61.93,39.16,34.65,94.58,38.22,34.8,train
syn_f005670-2-Pre,160.46,102.54,85.17,113.36,65.39,45.59,39.01,94.31,37.02,34.16,train
syn_f005671-1-Pos,173.12,92.85,75.18,102.73,56.51,38.58,37.68,77.49,32.87,25.44,train
syn_f005673-2-Pos,172.95,117.94,95.14,118.99,70.89,47.0,41.12,98.55,40.08,37.06,train
syn_f005692-1-Pre,169.75,90.61,70.53,101.61,57.17,41.88,40.14,73.65,31.74,27.36,train
syn_f005705-0-Pre,169.78,99.57,84.82,98.78,54.77,39.15,32.88,87.87,33.47,27.93,train
syn_f005711-2-Pre,171.4,80.85,62.88,97.81,52.35,32.35,31.18,67.0,29.18,23.21,train
syn_f005734-0-Pos,159.6,117.38,103.66,119.43,65.45,46.99,37.13,108.11,40.5,38.84,train
syn_f005737-2-Pre,165.85,114.21,91.64,113.92,65.05,44.55,39.65,101.01,42.52,35.96,train
syn_f005746-2-Pos,175.53,89.63,66.9,111.06,62.99,41.75,37.17,80.35,31.71,28.97,train
syn_f005751-2-Pos,162.66,105.1,86.96,119.47,66.5,48.31,40.21,100.78,38.26,36.74,train
syn_f005752-3-Pre,157.57,103.89,79.26,105.6,60.56,39.1,36.91,90.11,37.83,32.56,train
syn_f005760-1-Pre,160.96,95.07,78.09,99.53,55.55,38.43,34.39,84.21,32.07,28.9,train
syn_f005773-1-Pre,156.98,86.84,69.77,104.31,59.79,40.49,32.42,67.17,28.7,28.62,train
syn_f005777-1-Pre,165.89,112.14,94.25,111.98,64.95,42.83,38.43,99.59,41.23,33.83,train
syn_f005778-3-Pos,172.1,97.54,66.91,103.86,63.94,42.17,42.06,71.87,35.51,31.67,train
syn_f005779-0-Pre,163.63,106.04,97.06,114.87,62.03,42.73,34.04,102.41,38.04,34.89,train
syn_f005780-2-Pos,152.49,95.58,76.12,95.43,59.19,42.78,36.94,80.23,35.73,30.11,train
syn_f005799-3-Pre,166.55,108.5,81.78,105.0,59.16,36.54,37.37,83.45,38.46,33.2,train
syn_f005811-2-Pos,156.62,113.13,93.64,105.99,60.7,44.11,37.47,93.91,40.51,35.47,train
syn_f005811-3-Pre,156.62,114.96,92.4,105.31,62.25,44.63,39.48,90.91,41.57,36.75,train
syn_f005813-1-Pos,163.65,101.23,78.71,109.86,61.6,41.66,37.62,81.04,33.4,29.19,train
syn_f005818-0-Pre,174.11,100.68,81.05,100.31,55.26,38.06,32.48,85.07,35.85,28.79,train
syn_f005829-3-Pos,168.74,93.19,68.66,108.27,62.28,40.99,43.1,79.01,35.67,33.43,train
syn_f005830-1-Pre,160.01,89.97,71.76,100.49,55.45,38.2,33.43,77.76,36.47,29.04,train
syn_f005854-1-Pre,178.02,125.74,109.43,127.83,71.74,47.61,44.81,118.32,44.76,42.74,train
syn_f005855-1-Pre,165.22,88.62,69.4,96.87,53.83,34.95,34.35,73.17,30.95,27.29,train
syn_f005859-1-Pre,176.63,97.19,78.81,104.02,58.96,38.67,38.45,82.46,35.39,30.97,train
syn_f005864-2-Pre,164.1,114.58,100.77,127.52,77.57,53.61,44.8,110.71,41.45,42.33,train
syn_f005866-3-Pos,174.51,102.71,76.33,107.18,63.81,44.42,44.12,79.02,40.13,35.95,train
syn_f005870-1-Pos,166.22,81.77,67.04,107.48,60.17,39.32,34.14,77.11,32.36,25.91,train
syn_f005874-1-Pos,174.74,107.24,90.12,112.94,63.01,39.91,37.1,101.12,35.5,31.35,train
syn_f005877-3-Pos,161.33,97.38,73.22,98.49,60.88,42.67,39.57,75.23,38.64,33.41,train
syn_f005883-1-Pre,162.86,101.34,80.47,99.79,53.68,35.0,35.26,82.7,34.39,29.48,train
syn_f005883-1-Pos,162.86,101.34,80.47,99.79,53.68,35.0,35.26,82.7,34.39,29.48,train
syn_f005887-3-Pre,168.56,95.35,73.06,99.5,59.02,40.66,41.38,75.63,34.92,28.49,train
syn_f005899-2-Pos,151.21,90.96,69.08,95.13,51.15,32.36,30.42,67.28,31.02,24.95,train
syn_f005905-1-Pos,174.74,101.0,86.33,102.74,59.68,41.71,36.69,88.56,35.4,29.61,train
syn_f005906-2-Pre,161.23,89.44,71.05,101.41,57.45,40.06,38.34,75.34,30.16,28.29,train
syn_f005906-3-Pre,161.23,92.96,70.21,101.69,58.98,40.5,40.37,74.14,31.06,29.85,train
syn_f005913-2-Pos,174.65,110.91,87.8,113.12,70.6,42.74,42.3,91.38,37.63,35.49,train
syn_f005935-2-Pos,173.27,118.33,97.79,122.34,72.2,45.96,41.29,111.94,41.37,38.23,train
syn_f005937-1-Pos,157.91,110.82,94.61,113.74,62.4,43.26,37.49,98.53,38.42,35.36,train
syn_f005943-1-Pre,177.5,107.53,89.1,123.55,71.13,46.72,42.44,91.34,35.13,36.86,train
syn_f005946-2-Pre,169.16,94.82,72.81,103.87,61.89,41.87,39.33,84.02,36.48,31.21,train
syn_f005949-3-Pre,173.9,104.66,75.33,108.86,64.33,41.33,44.84,84.19,37.76,33.78,train
syn_f005952-0-Pre,174.32,100.65,85.78,102.76,56.12,38.56,35.97,90.28,36.06,28.37,train
syn_f005987-2-Pre,164.38,112.69,90.59,120.32,71.04,50.7,43.61,97.31,38.2,38.55,train
syn_m006013-0-Pos,176.81,104.49,95.19,103.1,61.32,41.42,35.08,94.51,44.08,29.04,train
syn_m006018-0-Pre,182.44,93.8,80.29,103.99,60.89,40.74,37.47,86.44,39.86,28.17,train
syn_m006020-1-Pre,188.32,110.54,97.31,109.49,62.16,40.83,38.63,98.76,46.8,32.08,train
syn_m006029-0-Pre,162.78,97.31,87.51,93.65,52.58,34.64,34.47,84.8,39.96,28.11,train
syn_m006039-1-Pre,176.83,91.55,72.44,99.45,57.56,39.7,37.7,75.67,37.71,28.72,train
syn_m006047-0-Pre,174.08,102.95,101.42,99.88,57.99,39.2,35.92,101.27,39.61,31.33,train
syn_m006059-0-Pre,171.9,97.33,83.86,100.26,53.62,36.52,36.31,86.49,37.86,27.01,train
syn_m006067-1-Pre,184.27,113.06,96.86,111.89,65.63,43.52,41.0,98.65,45.06,34.63,train
syn_m006078-0-Pos,177.68,96.68,84.99,99.12,56.61,40.59,36.51,85.5,38.2,28.13,train
syn_m006085-0-Pos,177.77,113.24,98.76,108.77,67.44,43.44,39.25,101.33,42.76,34.85,train
syn_m006085-2-Pre,177.77,118.77,88.5,109.04,68.03,43.27,42.99,88.93,43.6,38.4,train
syn_m006093-0-Pre,170.46,101.26,98.58,106.13,55.33,39.5,34.61,102.17,40.89,29.07,train
syn_m006094-0-Pos,194.36,120.14,114.08,114.61,66.75,46.5,42.16,117.04,45.21,36.22,train
syn_m006097-0-Pos,176.8,119.29,111.34,110.75,63.61,43.82,42.99,112.67,44.55,37.79,train
syn_m006113-0-Pos,193.07,112.52,103.6,112.03,64.11,43.87,40.24,109.3,45.16,31.08,train
syn_m006119-2-Pos,176.54,111.34,91.28,99.2,57.2,38.17,39.51,89.05,43.06,33.76,train
syn_m006130-3-Pos,180.39,100.17,61.8,96.67,53.48,36.71,40.28,58.87,37.86,29.74,train
syn_m006133-1-Pre,189.24,101.75,84.97,94.36,55.25,38.51,39.86,85.77,42.26,31.08,train
syn_m006138-2-Pre,182.52,103.31,85.66,106.51,62.84,43.11,41.14,88.09,37.57,34.99,train
syn_m006144-0-Pre,178.23,91.82,78.62,96.56,56.83,36.84,38.88,81.12,35.88,26.16,train
syn_m006157-1-Pre,194.26,120.81,102.74,114.27,66.66,44.13,40.15,104.92,46.66,39.26,train
syn_m006159-3-Pos,180.46,104.99,70.57,105.76,64.21,42.09,44.77,68.5,38.09,37.47,train
syn_m006162-2-Pos,179.29,119.48,96.95,113.82,70.25,46.9,45.25,99.0,43.79,39.51,train
syn_m006163-3-Pre,169.59,104.89,72.64,96.32,53.37,38.97,42.81,67.51,41.09,35.6,train
syn_m006168-2-Pos,171.89,98.72,71.59,110.59,63.28,42.61,43.05,75.48,38.92,34.68,train
syn_m006170-2-Pos,171.34,101.1,80.76,103.22,58.24,38.52,39.36,80.23,38.35,33.59,train
syn_m006192-0-Pre,186.82,103.92,94.3,115.18,67.63,45.71,42.72,97.25,43.73,33.37,train
syn_m006197-0-Pos,181.06,100.27,85.65,99.87,60.46,42.05,36.73,87.65,39.32,32.37,train
syn_m006207-0-Pre,186.22,106.39,103.2,108.97,60.76,43.76,36.83,105.25,39.94,30.03,train
syn_m006209-1-Pos,184.9,98.05,77.07,100.92,56.22,39.27,40.3,76.89,38.0,31.04,train
syn_m006218-0-Pos,176.77,98.56,85.62,103.78,59.64,41.36,37.06,88.67,38.79,31.57,train
syn_m006224-2-Pos,181.09,104.08,72.84,103.08,59.44,38.32,37.26,71.63,42.48,34.62,train
syn_m006229-2-Pre,186.73,111.69,79.93,105.34,61.38,41.89,40.43,79.93,41.59,36.02,train
syn_m006229-3-Pre,186.73,116.64,75.58,105.89,61.7,41.8,42.38,74.86,42.43,38.6,train
syn_m006233-2-Pos,181.56,109.02,86.41,101.82,59.59,42.33,42.53,88.4,37.62,37.44,train
syn_m006243-0-Pos,167.6,99.89,84.98,97.56,52.47,38.18,33.98,86.85,39.42,27.44,train
syn_m006261-2-Pos,190.2,130.86,108.23,121.54,72.07,49.05,46.74,108.28,47.48,42.93,train
syn_m006267-1-Pos,171.4,111.13,98.12,98.22,58.3,41.02,40.76,97.96,45.4,34.26,train
syn_m006276-3-Pre,165.36,113.36,81.87,108.41,63.87,45.07,47.24,80.59,44.64,40.94,train
syn_m006276-3-Pos,165.36,113.36,81.87,108.41,63.87,45.07,47.24,80.59,44.64,40.94,train
syn_m006281-1-Pos,173.74,101.1,81.46,97.74,58.18,38.77,36.19,80.67,37.24,31.65,train
syn_m006282-2-Pos,179.17,113.73,93.97,107.14,58.56,41.41,40.91,94.0,42.16,38.17,train
syn_m006283-1-Pos,176.24,101.26,86.56,102.0,61.24,42.89,41.38,87.89,41.81,36.31,train
syn_m006284-0-Pos,194.35,130.38,126.07,126.93,74.65,46.52,45.51,130.15,48.9,39.24,train
syn_m006284-2-Pos,194.35,136.45,116.86,124.42,75.18,46.3,49.1,117.42,49.79,43.34,train
syn_m006298-1-Pos,190.72,111.66,102.36,111.96,65.02,43.87,45.01,101.84,41.93,37.3,train
syn_m006309-0-Pre,174.45,95.91,90.76,95.72,55.48,36.99,36.05,90.75,39.08,28.7,train
syn_m006318-3-Pre,176.77,117.82,80.52,108.15,64.71,41.83,44.12,75.23,46.61,37.2,train
syn_m006320-0-Pre,195.97,119.53,114.18,115.93,65.21,45.69,39.64,119.74,48.57,36.93,train
syn_m006321-3-Pos,175.73,102.22,70.43,98.64,55.85,40.34,41.0,69.88,41.12,35.85,train
syn_m006325-2-Pre,178.72,112.68,83.71,103.74,59.07,39.9,43.99,83.66,43.29,36.93,train
syn_m006328-1-Pre,191.2,102.43,89.26,105.56,60.62,41.26,38.13,90.23,40.54,29.39,train
syn_m006331-1-Pos,181.45,99.76,87.67,99.93,54.72,42.3,37.4,88.06,41.26,31.99,train
syn_m006332-0-Pre,175.31,109.43,92.9,111.27,66.88,43.84,39.53,96.61,42.1,38.38,train
syn_m006346-0-Pre,179.02,89.09,73.74,96.45,50.95,37.14,34.93,77.1,37.09,25.75,train
syn_m006349-1-Pre,188.03,114.98,94.25,112.28,64.05,44.29,42.95,100.91,44.44,34.59,train
syn_m006355-3-Pos,170.84,109.02,71.18,101.34,58.27,41.2,44.25,68.22,41.9,34.5,train
syn_m006356-3-Pre,190.61,121.57,85.93,110.44,62.31,41.38,47.66,86.36,47.09,36.96,train
syn_m006373-0-Pre,192.2,111.2,101.32,112.95,64.89,43.56,40.2,103.16,43.66,34.42,train
syn_m006384-2-Pre,197.84,124.39,100.25,113.84,67.03,45.71,44.92,100.62,43.33,41.7,train
syn_m006393-1-Pre,176.77,116.94,102.63,108.38,63.88,42.81,40.31,104.19,43.81,38.16,train
