id,height,peito_circ,cintura_circ,quadril_circ,coxa_circ,joelho_circ,panturrilha_circ,abdomen_circ,pescoco_circ,biceps_circ,split
syn_f003505-0-Pre,147.49,106.59,95.72,112.43,63.65,43.85,34.18,101.6,36.8,35.9,test
syn_f003529-2-Pre,180.61,102.0,81.19,116.81,67.25,45.04,41.14,89.06,34.2,32.63,test
syn_f003548-0-Pos,164.94,96.21,82.94,105.58,59.13,41.02,37.32,86.02,33.75,29.54,unknown
syn_f003568-2-Pre,169.38,105.21,77.59,108.74,64.2,45.84,43.85,84.8,37.38,33.87,test
syn_f003600-2-Pos,167.19,112.47,86.62,116.43,68.57,46.66,39.86,94.47,37.65,37.97,test
syn_f003623-1-Pre,179.33,114.15,95.76,112.39,63.56,41.2,39.53,100.38,39.65,32.03,unknown
syn_f003635-2-Pos,164.66,98.14,73.42,109.57,65.46,45.32,41.77,80.62,36.4,30.99,test
syn_f003648-1-Pre,177.06,86.38,66.46,107.84,57.19,37.9,34.2,75.15,32.53,28.8,unknown
syn_f003649-1-Pos,155.62,88.95,71.22,98.17,47.48,38.84,32.88,75.9,36.24,26.12,unknown
syn_f003672-3-Pre,169.83,103.0,76.22,109.99,66.49,44.31,45.93,86.01,39.32,35.2,test
syn_f003723-0-Pos,162.08,89.16,76.7,97.55,51.31,36.43,31.07,82.86,32.49,25.56,test
syn_f003742-1-Pre,174.19,105.54,87.03,112.76,67.37,46.14,40.07,88.63,36.19,35.0,test
syn_f003744-0-Pos,169.15,102.58,86.97,107.04,61.71,40.15,34.82,94.19,36.61,29.12,test
syn_f003745-1-Pre,168.84,93.0,75.0,104.25,58.42,39.26,36.63,87.35,33.79,28.05,unknown
syn_f003746-2-Pos,169.26,122.0,99.89,127.11,74.73,50.7,43.67,107.59,41.03,40.34,test
syn_f003746-3-Pre,169.26,124.66,98.53,126.89,76.3,51.18,45.59,107.85,42.12,41.68,test
syn_f003774-3-Pre,165.61,104.19,79.89,114.07,66.46,49.21,41.59,92.75,35.87,37.11,test
syn_f003774-3-Pos,165.61,104.19,79.89,114.07,66.46,49.21,41.59,92.75,35.87,37.11,test
syn_f003784-3-Pos,158.1,82.95,62.31,107.79,62.25,44.49,41.96,69.05,31.97,28.0,unknown
syn_f003786-3-Pre,157.34,101.21,81.02,97.48,59.86,41.91,39.09,80.89,35.2,32.32,test
syn_f003803-3-Pos,175.91,125.56,102.22,128.04,77.99,50.51,46.5,113.93,42.23,44.38,test
syn_f003849-2-Pre,157.14,98.06,77.56,101.95,57.62,38.68,34.19,79.65,36.11,29.83,unknown
syn_f003856-2-Pos,161.59,95.16,72.32,96.8,55.34,35.3,34.44,71.82,37.71,29.94,test
syn_f003863-1-Pre,159.86,81.11,64.47,97.25,53.99,36.44,32.62,68.31,29.01,23.6,unknown
syn_f003874-2-Pre,174.68,117.12,95.68,116.65,68.88,44.34,39.08,98.25,40.33,37.29,test
syn_f003876-0-Pre,162.66,97.07,83.38,113.19,62.83,41.9,35.2,95.92,34.77,30.57,test
syn_f003881-0-Pre,158.86,80.34,64.2,101.97,54.96,38.7,32.84,70.31,31.71,24.9,unknown
syn_f003884-2-Pre,168.47,128.88,106.56,126.79,70.71,49.96,44.7,108.68,41.69,40.91,test
syn_f003884-2-Pos,168.47,128.88,106.56,126.79,70.71,49.96,44.7,108.68,41.69,40.91,test
syn_f003957-2-Pre,162.05,91.14,62.81,93.98,53.1,36.17,35.72,66.28,34.38,29.03,test
syn_f003968-3-Pos,165.29,113.56,87.91,110.63,70.1,48.99,44.96,85.63,38.53,38.91,test
syn_f003992-0-Pos,164.42,95.5,82.45,107.35,57.99,42.04,33.12,86.98,33.31,26.95,test
syn_m004001-1-Pos,174.32,93.63,70.72,99.41,54.17,35.27,36.23,66.34,34.35,26.69,unknown
syn_m004003-0-Pre,181.51,107.45,98.82,108.01,64.4,42.71,39.62,104.07,42.76,32.61,test
syn_m004007-3-Pos,174.45,110.92,73.98,103.89,58.39,38.76,42.08,73.81,38.11,36.84,unknown
syn_m004015-3-Pre,186.8,123.07,90.06,109.55,64.12,43.25,43.82,90.73,45.51,38.78,test
syn_m004016-2-Pos,176.52,119.02,87.8,100.37,56.0,38.12,42.63,86.74,42.05,36.24,test
syn_m004028-2-Pre,180.39,88.96,55.48,101.8,57.48,36.9,39.37,54.94,34.09,31.42,unknown
syn_m004035-3-Pos,166.14,108.08,71.83,102.11,59.12,40.29,40.74,69.28,41.82,36.24,test
syn_m004039-3-Pre,181.1,116.24,79.74,102.63,56.66,41.35,43.89,79.98,40.53,36.62,test
syn_m004042-3-Pre,174.37,109.44,69.5,92.71,52.96,35.22,42.23,68.89,37.37,34.99,unknown
syn_m004047-2-Pos,187.28,108.08,83.56,105.53,57.78,37.6,41.46,83.3,42.51,35.69,unknown
syn_m004062-3-Pre,172.74,118.48,80.5,109.06,66.4,44.84,43.05,80.81,43.43,38.58,test
syn_m004078-2-Pre,177.59,99.93,70.23,91.88,51.69,35.05,37.21,68.5,37.34,31.22,unknown
syn_m004107-1-Pos,182.18,105.18,86.98,99.89,58.56,36.07,37.08,89.05,41.48,30.35,test
syn_m004130-1-Pre,182.11,116.82,103.62,109.91,63.42,42.74,42.35,106.42,44.79,35.67,unknown
syn_m004143-0-Pos,179.86,96.85,89.54,104.83,57.04,39.94,37.94,92.84,39.39,29.3,test
syn_m004148-3-Pre,172.57,95.5,61.58,98.62,55.99,37.44,40.24,57.53,33.27,32.1,unknown
syn_m004170-2-Pre,176.21,107.2,85.38,102.71,62.86,43.11,41.98,86.74,43.38,36.77,unknown
syn_m004174-3-Pre,183.28,116.14,75.97,109.08,63.46,43.41,44.72,76.59,42.48,37.45,test
syn_m004182-0-Pre,179.59,95.42,83.63,104.48,58.68,40.9,36.81,88.7,39.34,27.94,unknown
syn_m004205-0-Pre,182.76,91.56,79.44,94.2,51.01,35.66,32.04,81.04,36.55,27.86,unknown
syn_m004209-1-Pos,184.84,105.99,89.93,107.28,59.49,39.79,39.04,91.33,41.89,33.69,test
syn_m004209-2-Pre,184.84,110.17,84.67,107.61,60.24,39.68,40.99,85.3,42.57,36.18,test
syn_m004223-3-Pos,177.84,102.75,69.26,102.91,57.9,39.27,41.1,65.31,40.07,33.42,test
syn_m004227-1-Pos,181.04,109.09,90.31,106.47,65.36,43.74,42.95,91.39,44.14,36.82,unknown
syn_m004228-0-Pos,173.43,102.2,88.9,107.41,60.89,42.43,39.31,88.74,41.49,32.53,test
syn_m004229-3-Pos,192.94,122.47,95.08,120.76,70.3,44.92,49.56,96.62,49.69,43.43,unknown
syn_m004230-2-Pre,175.72,114.65,94.16,106.76,62.34,43.52,41.81,96.09,42.04,36.85,test
syn_m004238-3-Pos,168.31,119.19,86.09,102.05,62.12,42.75,42.58,84.69,41.6,39.36,unknown
syn_m004246-0-Pos,163.55,85.01,75.8,88.54,49.8,36.4,32.22,79.26,36.71,24.94,test
syn_m004246-2-Pos,163.55,91.71,66.3,88.8,50.83,36.6,36.27,67.35,37.69,28.59,unknown
syn_m004255-2-Pre,175.5,102.28,79.19,105.93,62.88,42.61,40.24,81.58,39.46,34.93,test
syn_m004260-0-Pre,179.93,110.35,102.85,114.25,65.84,43.8,40.81,105.0,44.04,31.49,unknown
syn_m004270-3-Pos,167.99,114.6,84.12,111.9,67.94,45.65,46.04,85.41,43.42,38.92,test
syn_m004276-0-Pos,198.9,103.88,88.61,110.54,66.35,41.98,39.22,93.18,43.62,31.45,test
syn_m004284-1-Pos,179.37,108.7,88.41,109.87,64.71,43.75,40.17,90.84,40.05,35.1,test
syn_m004294-3-Pre,181.44,103.85,72.44,98.98,55.95,38.55,40.87,73.19,38.96,35.08,unknown
syn_m004305-3-Pos,190.48,122.08,86.13,114.0,69.11,44.27,47.06,87.75,43.48,38.68,test
syn_m004307-3-Pre,186.84,120.5,93.22,108.4,66.98,43.8,46.2,94.06,48.92,41.1,unknown
syn_m004308-0-Pre,187.65,112.5,108.61,113.53,65.98,43.21,39.18,112.05,42.67,34.18,test
syn_m004318-2-Pre,156.34,89.66,60.1,89.23,50.86,36.99,34.01,55.47,35.89,30.35,unknown
syn_m004344-1-Pre,185.83,93.36,69.93,94.93,50.27,33.94,33.56,72.13,36.24,26.86,unknown
syn_m004350-1-Pre,185.54,108.34,89.25,105.86,58.85,40.65,41.08,89.64,40.05,34.28,unknown
syn_m004350-1-Pos,185.54,108.34,89.25,105.86,58.85,40.65,41.08,89.64,40.05,34.28,unknown
syn_m004358-2-Pre,180.57,115.16,97.92,105.81,58.97,39.29,39.56,98.07,45.58,35.15,unknown
syn_m004361-3-Pre,166.82,109.41,76.19,97.56,54.75,39.32,39.94,73.9,40.19,35.44,unknown
syn_m004371-3-Pre,185.89,118.6,83.58,120.75,69.51,42.42,44.78,85.14,43.02,38.23,test
syn_m004376-1-Pos,179.02,114.55,101.46,105.37,61.49,42.34,39.79,102.26,42.52,32.63,test
syn_m004383-0-Pos,188.2,96.21,90.7,106.97,63.13,42.36,40.34,91.79,38.21,27.8,test
syn_m004388-3-Pos,185.72,137.1,111.81,114.27,67.71,46.79,48.53,111.51,52.67,45.01,test
syn_m004414-0-Pos,176.78,103.03,102.2,103.57,61.01,41.7,37.54,104.86,40.92,31.65,unknown
syn_m004421-1-Pre,185.63,96.63,79.37,104.89,58.09,38.36,39.22,80.77,38.93,30.43,test
syn_m004427-3-Pre,176.39,116.8,86.38,107.02,63.55,42.6,45.12,86.38,44.06,39.19,unknown
syn_m004434-0-Pre,171.31,101.4,89.0,108.63,62.79,41.71,39.57,89.71,39.95,32.92,unknown
syn_m004434-2-Pos,171.31,107.81,77.85,109.25,63.44,41.68,43.48,78.12,40.95,37.17,test
syn_m004440-0-Pos,175.54,96.88,84.91,108.65,63.15,44.48,38.28,88.76,40.01,33.87,test
syn_m004446-1-Pos,182.59,100.78,79.84,100.18,55.66,38.76,40.26,81.1,40.54,27.41,test
syn_m004475-2-Pos,186.86,113.04,85.25,102.77,58.05,41.23,41.29,85.66,44.57,35.14,unknown
syn_f004011-3-Pre,168.24,89.69,69.0,104.56,60.08,44.47,40.95,75.9,33.66,30.9,unknown
syn_f004053-1-Pos,160.4,79.13,58.16,96.52,53.65,39.28,34.01,65.45,33.44,22.04,test
syn_f004062-3-Pre,167.29,103.22,76.84,102.92,59.95,40.02,40.31,80.72,35.85,31.68,unknown
syn_f004065-3-Pre,160.45,95.57,76.52,102.91,53.92,36.68,35.65,75.94,34.59,28.5,unknown
syn_f004066-1-Pos,168.71,95.18,78.17,110.52,63.1,42.36,40.47,83.0,33.13,31.99,test
syn_f004066-2-Pos,168.71,97.67,76.65,110.79,64.31,42.76,42.38,80.85,33.96,33.71,test
syn_f004075-0-Pos,156.71,110.04,92.11,104.44,59.22,41.86,33.45,98.19,36.54,34.91,test
syn_f004094-3-Pre,172.4,98.84,76.4,108.77,66.07,44.93,44.32,83.97,35.08,33.48,test
syn_f004096-1-Pos,156.66,95.04,74.28,100.91,59.0,41.05,36.41,81.71,34.56,29.05,test
syn_f004114-0-Pre,168.84,99.1,83.73,106.49,57.95,41.52,36.85,83.7,34.24,30.87,test
syn_f004118-3-Pos,157.97,83.18,56.83,88.29,52.04,33.14,36.68,58.35,32.71,27.33,unknown
syn_f004121-2-Pos,176.18,111.39,89.64,120.0,73.13,48.55,47.69,96.1,39.95,38.11,test
syn_f004126-2-Pos,161.3,82.05,63.68,96.03,52.28,37.52,34.03,65.16,31.92,27.23,test
syn_f004141-2-Pos,161.38,92.16,71.19,99.06,55.17,40.12,34.1,78.39,35.49,28.61,unknown
syn_f004147-3-Pre,164.26,106.05,78.61,111.09,66.37,43.42,40.54,81.24,38.52,34.08,unknown
syn_f004153-0-Pos,161.74,87.18,68.66,92.91,50.52,35.72,30.58,71.12,34.63,22.23,unknown
syn_f004156-0-Pos,168.08,98.14,80.23,107.52,58.57,38.83,35.41,92.68,33.84,27.82,test
syn_f004179-2-Pre,181.54,92.87,68.67,105.84,60.94,43.25,42.1,78.83,33.59,29.9,unknown
syn_f004183-1-Pre,171.9,95.46,76.78,105.5,57.1,38.2,34.33,85.75,34.02,29.6,test
syn_f004184-2-Pre,175.61,94.89,73.35,108.58,64.15,41.53,38.73,81.12,36.33,27.47,test
syn_f004200-0-Pre,159.66,109.57,95.54,118.92,66.42,46.83,39.15,102.43,37.41,36.23,test
syn_f004206-0-Pos,154.96,81.88,69.57,103.6,55.09,41.6,32.35,76.38,30.9,25.99,test
syn_f004215-2-Pre,167.81,106.01,78.61,114.21,67.91,45.59,45.3,85.3,35.29,33.06,test
syn_f004253-3-Pos,161.08,98.1,72.42,99.16,57.81,38.86,38.44,74.13,38.03,30.62,test
syn_f004285-0-Pos,154.8,86.66,72.26,96.4,49.24,35.89,30.88,78.11,32.77,28.43,unknown
syn_f004292-2-Pos,160.43,103.48,77.85,96.79,58.39,38.82,33.26,83.48,34.26,31.18,test
syn_f004317-3-Pos,169.44,81.15,58.46,95.47,51.91,34.55,34.49,64.73,33.52,24.6,test
syn_f004323-2-Pos,174.78,112.79,91.02,114.43,68.76,43.05,40.53,96.35,40.07,34.69,test
syn_f004325-1-Pos,154.75,106.65,85.73,104.45,55.8,36.95,31.65,94.18,35.77,28.06,unknown
syn_f004327-0-Pre,164.99,94.45,78.56,103.86,55.97,36.41,31.28,82.66,35.98,26.8,test
syn_f004328-1-Pos,163.49,98.05,79.63,99.74,55.6,40.73,35.36,88.67,33.88,28.23,unknown
syn_f004332-0-Pos,176.6,94.65,76.73,111.63,60.68,38.16,33.85,85.39,32.54,27.4,test
syn_f004367-0-Pre,168.64,97.12,81.69,101.86,56.88,40.59,34.95,86.58,34.28,28.1,unknown
syn_f004369-1-Pre,159.2,86.15,65.03,104.57,58.18,39.08,33.44,67.27,31.26,27.0,test
syn_f004371-1-Pos,169.42,103.85,82.82,111.07,67.98,45.5,40.38,92.33,40.57,34.81,test
syn_f004395-0-Pos,174.25,80.11,64.02,95.5,50.42,35.68,32.53,68.26,30.9,20.66,test
syn_f004402-2-Pos,175.9,103.17,83.38,111.37,65.66,42.94,41.61,86.07,40.03,36.32,test
syn_f004438-1-Pos,171.41,105.25,85.39,105.86,60.12,37.36,36.79,92.38,38.43,29.5,test
syn_f004466-1-Pos,168.73,108.05,90.89,108.91,61.13,41.76,41.02,93.72,36.49,35.69,test
syn_f004467-1-Pos,173.91,84.46,66.03,113.98,64.44,40.35,37.52,75.05,29.65,27.2,unknown
syn_f004469-0-Pre,167.74,91.3,74.16,106.24,57.43,40.85,33.6,78.26,31.94,26.37,test
syn_f004475-3-Pre,162.21,100.91,80.07,99.97,57.0,38.12,39.42,85.29,36.68,31.17,unknown
syn_f004491-2-Pos,174.48,115.83,92.54,117.3,70.16,42.82,40.66,98.8,39.21,34.86,test
syn_m004503-3-Pos,181.02,118.21,85.05,109.19,61.66,43.36,44.51,85.05,40.05,38.27,test
syn_m004535-1-Pre,169.62,89.79,71.96,96.14,54.92,37.95,37.77,71.81,40.16,30.29,test
syn_m004538-1-Pre,169.5,101.54,89.9,109.53,64.5,45.8,40.39,92.44,37.93,34.08,test
syn_m004540-3-Pre,180.25,105.6,73.02,104.75,61.03,41.12,43.23,72.15,38.22,37.79,test
syn_m004543-0-Pos,182.01,93.37,77.99,104.63,56.75,39.79,35.27,84.42,35.66,29.68,unknown
syn_m004547-3-Pos,170.19,112.03,78.21,97.61,57.19,40.91,44.0,75.26,46.03,36.55,unknown
syn_m004553-2-Pos,158.75,79.88,61.31,85.9,46.57,33.82,31.86,50.59,34.48,26.03,test
syn_m004572-2-Pre,188.01,98.81,71.68,107.44,55.37,36.98,40.56,73.78,36.23,28.94,test
syn_m004583-2-Pre,163.35,100.07,74.4,98.44,55.66,40.41,40.97,72.15,37.75,33.61,unknown
syn_m004607-1-Pre,172.35,97.33,79.28,101.02,55.06,41.16,37.21,80.47,39.7,27.07,unknown
syn_m004617-3-Pos,173.08,115.43,84.22,109.16,65.98,42.01,45.04,83.59,44.81,37.14,test
syn_m004620-1-Pos,177.96,89.62,70.45,103.97,61.26,40.7,38.32,73.66,34.58,29.74,unknown
syn_m004649-1-Pos,188.98,120.09,103.25,121.57,74.96,50.37,48.17,107.11,45.82,39.7,test
syn_m004654-1-Pos,170.72,86.85,70.13,90.0,51.95,35.69,32.23,71.55,36.58,26.56,unknown
syn_m004674-3-Pos,188.18,117.51,86.59,110.77,63.7,41.86,45.74,85.67,43.31,36.63,test
syn_m004680-1-Pos,174.45,101.6,87.26,102.83,57.13,40.21,35.75,87.95,39.78,33.79,unknown
syn_m004681-0-Pre,189.12,100.29,92.75,109.12,66.81,46.2,39.21,97.71,41.53,32.65,test
syn_m004731-0-Pos,162.2,93.86,83.47,109.4,63.55,45.16,35.28,86.82,40.17,32.04,unknown
syn_m004733-0-Pos,171.9,90.65,79.38,104.65,60.07,38.18,38.68,84.82,34.37,28.23,test
syn_m004739-1-Pre,181.34,97.47,75.5,95.71,55.09,36.32,34.78,80.54,38.76,30.56,unknown
syn_m004741-1-Pos,184.2,97.74,82.72,98.01,58.37,38.38,37.92,86.53,36.72,30.91,test
syn_m004744-2-Pre,181.22,115.65,95.61,105.22,60.81,42.9,44.06,95.83,46.33,37.03,test
syn_m004762-1-Pre,187.15,97.08,75.76,103.82,53.92,38.82,37.65,78.13,36.41,30.25,test
syn_m004777-1-Pos,173.3,103.26,84.12,102.28,57.86,38.17,39.51,83.04,40.06,33.78,unknown
syn_m004785-2-Pre,171.25,100.25,75.42,94.58,53.82,34.66,38.1,72.17,40.81,30.47,unknown
syn_m004789-1-Pos,188.77,109.23,95.26,99.39,54.95,40.21,39.79,97.39,41.6,30.72,unknown
syn_m004805-1-Pre,168.01,102.18,81.36,104.63,60.73,41.68,39.94,81.06,39.95,32.62,unknown
syn_m004832-1-Pre,171.4,95.61,76.31,102.42,58.31,39.86,38.19,70.46,38.28,32.97,test
syn_m004840-0-Pos,195.44,112.77,105.26,115.74,67.84,47.84,40.57,111.26,44.96,34.41,test
syn_m004843-2-Pre,198.01,115.68,93.59,108.79,58.9,41.03,39.81,94.41,44.73,34.64,unknown
syn_m004843-3-Pre,198.01,120.27,88.21,109.35,59.25,40.92,41.39,88.57,45.55,37.27,unknown
syn_m004847-0-Pre,182.91,105.02,95.83,107.22,62.04,44.52,39.09,100.01,42.94,35.04,test
syn_m004865-1-Pre,169.77,97.69,80.28,103.16,58.56,40.42,39.53,80.91,38.57,32.38,unknown
syn_m004867-2-Pos,176.43,107.01,81.42,104.96,59.59,43.04,41.97,83.65,42.53,34.86,test
syn_m004891-2-Pos,193.52,106.85,82.92,110.53,65.66,46.3,44.45,86.24,38.26,35.03,test
syn_m004907-3-Pre,194.35,123.28,89.89,114.48,67.7,44.17,44.89,90.18,47.73,40.53,unknown
syn_m004930-2-Pos,162.1,113.79,86.2,99.08,59.19,42.22,42.71,84.98,44.62,37.06,unknown
syn_m004939-2-Pos,183.41,116.9,93.29,114.76,69.4,46.4,43.91,93.66,43.63,39.47,test
syn_m004982-2-Pre,167.48,110.04,81.53,105.14,60.44,41.73,39.77,80.97,40.91,34.33,unknown
syn_m004996-0-Pre,181.52,101.82,94.73,99.02,53.66,38.66,37.23,96.41,41.4,27.43,test
syn_m004996-0-Pos,181.52,101.82,94.73,99.02,53.66,38.66,37.23,96.41,41.4,27.43,test
syn_f004537-0-Pre,166.41,84.18,73.04,106.69,55.56,38.52,34.19,76.31,32.57,25.55,unknown
syn_f004545-1-Pre,164.34,105.96,86.37,103.43,59.01,39.53,35.22,88.13,39.06,29.47,test
syn_f004563-1-Pos,163.82,84.58,70.26,95.58,50.58,34.99,32.06,78.93,32.29,25.49,unknown
syn_f004570-1-Pre,163.91,97.46,79.47,111.04,61.96,40.58,32.59,89.08,34.59,30.76,test
syn_f004601-2-Pre,162.59,104.54,80.01,121.25,74.6,47.53,42.73,86.67,37.68,37.47,test
syn_f004610-1-Pre,172.63,96.36,79.87,106.78,61.56,42.06,37.93,86.8,37.15,29.79,unknown
syn_f004648-2-Pos,168.33,100.23,82.31,108.73,67.21,42.4,41.35,83.55,35.78,34.24,test
syn_f004653-0-Pre,171.33,111.27,91.56,118.78,68.15,44.88,37.85,96.82,37.8,32.93,test
syn_f004660-1-Pos,162.98,91.96,71.76,105.67,59.4,39.39,34.69,76.35,31.88,27.61,test
syn_f004661-3-Pre,173.8,131.89,104.22,129.79,76.5,50.55,46.15,113.62,41.76,45.44,test
syn_f004667-1-Pos,176.16,96.22,80.47,104.13,57.15,38.09,36.39,81.17,36.13,28.03,test
syn_f004696-3-Pre,169.88,96.18,72.01,106.56,63.13,41.76,40.58,75.18,35.27,34.32,test
syn_f004713-3-Pos,160.98,92.34,73.23,94.33,54.23,37.27,38.21,77.73,33.9,31.48,test
syn_f004723-2-Pre,175.25,95.7,72.49,100.82,60.15,39.6,37.93,79.51,35.13,27.99,test
syn_f004739-1-Pre,167.78,87.64,62.8,99.07,55.16,37.2,32.05,73.15,31.54,25.22,test
syn_f004740-2-Pos,164.6,91.27,73.51,97.48,54.85,37.82,38.9,79.94,34.35,27.29,test
syn_f004783-2-Pre,165.09,81.7,63.67,99.08,58.77,37.15,33.77,65.62,33.52,25.88,test
syn_f004784-2-Pos,159.04,101.88,80.46,101.76,55.21,39.5,34.86,87.93,36.09,30.28,test
syn_f004787-1-Pre,163.42,96.65,82.66,100.86,55.41,37.93,32.43,91.94,36.34,29.62,unknown
syn_f004798-0-Pre,163.63,83.24,66.87,104.02,56.22,38.06,32.82,78.4,29.74,24.93,test
syn_f004805-3-Pos,168.74,93.8,60.81,105.73,61.69,39.93,40.4,60.0,33.47,31.23,unknown
syn_f004813-0-Pre,171.53,96.87,85.43,116.62,65.45,47.06,38.15,88.59,36.08,34.34,test
syn_f004848-0-Pre,174.91,107.71,93.13,119.25,68.49,48.84,39.89,98.45,35.35,33.52,unknown
syn_f004848-0-Pos,174.91,107.71,93.13,119.25,68.49,48.84,39.89,98.45,35.35,33.52,unknown
syn_f004852-1-Pos,162.28,103.3,80.65,105.22,63.84,41.44,36.29,86.08,36.26,32.11,test
syn_f004862-2-Pos,183.35,106.51,80.71,103.42,57.82,39.33,37.59,90.15,36.81,32.02,unknown
syn_f004872-0-Pre,169.34,74.6,58.89,100.68,52.41,39.68,35.81,67.59,31.44,24.56,unknown
syn_f004874-0-Pos,168.34,78.28,61.99,101.77,54.2,39.87,36.09,69.84,31.04,23.63,unknown
syn_f004876-2-Pre,162.72,93.74,69.36,106.97,62.13,41.78,39.68,73.27,36.53,32.77,test
syn_f004882-2-Pre,158.51,97.34,74.61,112.47,63.78,41.98,34.89,81.54,35.5,33.55,test
syn_f004885-1-Pos,166.49,100.93,76.94,102.64,54.42,34.29,33.71,86.92,37.16,24.57,unknown
syn_f004885-2-Pos,166.49,103.36,75.75,103.05,55.83,34.7,35.58,84.96,38.15,26.44,unknown
syn_f004885-3-Pos,166.49,106.19,74.26,103.41,57.55,35.11,37.5,83.15,39.24,28.36,unknown
syn_f004902-1-Pos,175.3,96.69,77.97,110.37,63.63,45.01,37.78,87.25,35.78,31.66,unknown
syn_f004913-1-Pre,167.33,95.97,78.97,96.59,50.55,35.34,34.99,77.84,35.84,26.6,unknown
syn_f004940-0-Pos,162.07,112.23,92.76,106.85,57.94,39.59,33.2,95.4,41.38,32.66,unknown
syn_f004960-0-Pre,168.91,106.59,93.32,118.53,68.06,49.42,39.87,99.42,38.81,35.8,test
syn_m005001-3-Pre,186.62,120.16,89.87,114.52,69.54,44.31,45.74,89.56,50.6,43.83,test
syn_m005007-3-Pos,181.07,117.8,74.27,110.77,63.93,42.45,45.38,73.73,42.68,36.51,test
syn_m005045-1-Pre,167.91,106.48,86.5,113.85,67.27,47.69,40.94,89.3,43.29,40.25,unknown
syn_m005049-2-Pre,200.22,106.95,77.03,110.23,63.52,40.18,39.09,77.39,41.1,35.97,unknown
syn_m005054-2-Pre,182.3,118.8,92.67,112.53,67.1,43.8,42.19,92.45,46.11,38.66,test
syn_m005057-1-Pre,188.07,102.47,80.59,104.29,58.72,39.21,37.54,81.8,38.64,30.71,test
syn_m005096-0-Pre,178.11,104.25,98.23,107.06,63.68,42.86,37.88,103.83,41.14,31.12,test
syn_m005107-2-Pos,184.89,107.47,89.15,109.71,64.63,44.61,44.04,91.96,43.18,35.11,test
syn_m005115-3-Pre,178.27,106.48,61.79,94.09,55.49,36.0,38.75,60.68,40.1,34.98,unknown
syn_m005125-0-Pre,174.91,94.13,84.41,100.07,56.93,36.84,33.34,85.26,36.44,27.48,unknown
syn_m005153-1-Pos,191.24,110.79,97.74,114.19,65.07,40.86,39.86,97.98,43.07,35.54,test
syn_m005155-3-Pre,189.04,127.89,91.88,113.89,64.89,44.75,48.17,92.04,49.05,43.32,test
syn_m005159-3-Pos,172.45,126.48,99.74,113.15,69.11,47.92,46.37,99.92,52.54,42.99,unknown
syn_m005200-3-Pre,180.73,121.28,86.14,101.29,60.21,41.04,41.19,86.99,42.84,37.09,test
syn_m005205-1-Pre,179.95,106.39,93.87,105.38,63.34,43.75,43.48,99.17,40.9,33.39,test
syn_m005222-3-Pre,175.82,108.38,76.32,106.58,62.03,40.78,42.12,73.85,41.37,38.06,unknown
syn_m005222-3-Pos,175.82,108.38,76.32,106.58,62.03,40.78,42.12,73.85,41.37,38.06,unknown
syn_m005257-2-Pos,188.58,122.09,92.38,111.12,63.27,42.88,42.97,91.55,45.02,37.64,test
syn_m005284-3-Pos,170.87,100.44,63.81,98.74,57.71,39.56,39.68,61.78,36.83,33.07,unknown
syn_m005315-1-Pos,168.09,89.5,70.16,97.62,54.85,37.55,36.39,73.92,33.21,29.53,test
syn_m005316-0-Pre,190.15,116.6,107.54,112.56,64.17,45.07,41.49,113.81,44.04,31.0,test
syn_m005323-2-Pre,178.58,108.71,79.6,101.74,60.0,40.59,43.19,78.7,41.95,36.76,test
syn_m005337-0-Pre,175.67,85.54,78.1,97.3,51.26,36.74,30.74,81.69,35.57,23.36,test
syn_m005339-2-Pre,173.07,101.75,76.12,100.41,56.87,39.76,42.03,73.18,39.44,33.22,test
syn_m005377-1-Pos,185.85,104.06,79.0,99.33,56.64,38.34,39.96,78.71,39.38,31.77,test
syn_m005377-2-Pre,185.85,107.57,73.47,99.4,56.88,38.26,41.92,73.06,40.19,34.28,unknown
syn_m005400-0-Pos,178.85,101.42,88.61,105.61,60.66,41.15,36.6,89.99,39.91,31.67,unknown
syn_m005425-3-Pre,163.72,101.37,67.26,95.79,54.16,39.46,41.57,60.97,45.26,32.46,unknown
syn_m005427-2-Pre,169.13,94.3,69.21,93.76,54.06,37.34,38.65,69.11,37.93,29.69,test
syn_m005430-1-Pre,168.0,95.85,76.19,98.09,56.46,38.63,34.75,75.26,36.54,30.48,unknown
syn_m005451-3-Pos,183.52,115.92,77.72,105.73,58.53,39.83,40.87,79.58,44.03,38.32,test
syn_m005453-2-Pos,177.34,117.75,94.08,109.41,62.87,42.14,42.36,93.47,45.05,35.72,unknown
syn_m005456-2-Pos,168.4,99.03,79.83,99.22,55.05,38.93,38.57,79.69,39.25,31.25,test
syn_m005460-2-Pos,181.09,128.89,103.51,107.76,67.31,45.76,45.48,105.91,46.52,40.52,test
syn_m005466-1-Pos,172.02,105.21,83.85,99.77,55.95,38.61,36.5,81.92,39.78,30.66,test
syn_m005469-1-Pos,158.07,88.53,67.25,95.99,53.21,36.51,33.33,67.79,37.29,27.94,unknown
syn_m005470-1-Pre,184.86,98.71,80.15,104.2,57.85,39.28,34.8,77.74,36.04,27.68,unknown
syn_m005481-3-Pos,183.01,119.77,82.62,109.55,62.54,40.12,42.52,81.37,43.49,39.41,test
syn_m005487-3-Pre,189.57,111.51,72.73,96.72,52.79,36.61,38.37,73.72,40.67,34.64,unknown
